name,released,rating,ratings_count,added,reviews_count,genres,platform,game_mode,status_yet,status_owned,status_beaten,status_toplay,status_dropped,status_playing,platform_visual,genres_visual,rating_rango,genres_clean
Tomb Raider: Legend,2006-04-06,3.9,533,4527,536,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,269,3497,583,68,98,12,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Gears 5,2019-09-10,3.92,845,4523,861,"['Action', 'Shooter']","['PC', 'Xbox']",Both,288,2960,596,386,189,104,"['PC', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Bully: Scholarship Edition,2008-03-04,4.13,760,4516,772,"['Action', 'Adventure']","['PC', 'Xbox', 'Nintendo']",Both,233,3184,639,117,312,31,"['PC', 'Xbox', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Call of Duty 4: Modern Warfare,2007-11-05,4.39,1836,4507,1855,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Both,64,1576,2586,97,163,21,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Ricochet,2000-11-01,2.38,265,4506,267,"['Action', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Multiplayer,221,4088,49,6,142,1,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Indie']","(128.0, 373.0]","['Action', 'Indie']"
Deponia: The Complete Journey,2014-06-03,3.6,419,4502,419,"['Adventure', 'RPG']","['PC', 'iOS', 'Apple Macintosh', 'Linux']",Singleplayer,401,3730,197,50,95,29,"['PC', 'iOS', 'Apple Macintosh', 'Linux']","['Adventure', 'RPG']","(373.0, 7334.0]","['Adventure', 'RPG']"
Robocraft,2014-07-08,2.57,411,4500,412,"['Action', 'RPG', 'Simulation', 'Massively Multiplayer', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Multiplayer,153,4010,43,9,283,2,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'RPG', 'Simulation', 'Massively Multiplayer', 'Indie']","(373.0, 7334.0]","['Action', 'RPG', 'Simulation', 'Massively Multiplayer', 'Indie']"
Street Fighter V,2016-02-15,3.49,509,4500,514,"['Action', 'Fighting']","['PC', 'PlayStation']",Both,143,3753,182,50,316,56,"['PC', 'PlayStation']","['Action', 'Fighting']","(373.0, 7334.0]","['Action', 'Fighting']"
Assassin's Creed Valhalla,2020-11-10,3.69,788,4491,813,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox']",Both,400,2285,568,675,357,206,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
Overcooked! 2,2018-08-06,4.15,805,4480,818,"['Action', 'Casual', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,228,3049,461,159,408,175,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Casual', 'Indie']","(373.0, 7334.0]","['Action', 'Casual', 'Indie']"
Resident Evil Revelations,2012-02-07,3.76,638,4480,639,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,308,3271,601,145,130,25,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Trove,2015-07-09,2.67,474,4479,476,"['Action', 'RPG', 'Casual', 'Massively Multiplayer']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Multiplayer,103,3908,63,4,394,7,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']","['Action', 'RPG', 'Casual', 'Massively Multiplayer']","(373.0, 7334.0]","['Action', 'RPG', 'Casual', 'Massively Multiplayer']"
Deathmatch Classic,2001-06-01,2.74,261,4477,262,['Action'],"['PC', 'Apple Macintosh', 'Linux']",Multiplayer,213,4064,56,7,134,3,"['PC', 'Apple Macintosh', 'Linux']",['Action'],"(128.0, 373.0]",['Action']
The Evil Within 2,2017-10-11,4.14,822,4472,831,"['Action', 'Shooter', 'Adventure']","['PC', 'PlayStation', 'Xbox']",Singleplayer,401,2860,722,319,122,48,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Red Faction: Armageddon,2011-06-07,3.04,400,4468,400,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,245,3750,260,58,150,5,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Satellite Reign,2015-08-27,2.65,291,4457,292,"['Action', 'Strategy', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Both,342,3933,16,31,128,7,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Strategy', 'Indie']","(128.0, 373.0]","['Action', 'Strategy', 'Indie']"
Sunset Overdrive,2014-10-28,3.9,723,4456,730,"['Action', 'Shooter', 'Adventure']","['PC', 'Xbox']",Both,195,3390,409,144,278,40,"['PC', 'Xbox']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Life is Strange: Before The Storm,2017-08-31,3.95,1248,4445,1262,['Adventure'],"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",Singleplayer,277,2534,1247,211,118,58,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",['Adventure'],"(373.0, 7334.0]",['Adventure']
Torchlight,2009-10-26,3.71,667,4436,670,"['Action', 'RPG']","['PC', 'Xbox', 'Apple Macintosh', 'Linux']",Singleplayer,198,3435,443,58,284,18,"['PC', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Tomb Raider: Anniversary,2007-06-01,3.95,447,4426,449,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']",Singleplayer,278,3465,442,74,150,17,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Ghostrunner,2020-10-27,3.84,645,4411,662,['Action'],"['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,345,2774,498,413,330,51,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",['Action'],"(373.0, 7334.0]",['Action']
Star Wars Jedi Knight: Jedi Academy,2003-09-16,4.33,655,4407,661,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Both,222,3287,654,70,162,12,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Gone Home,2013-08-14,3.73,884,4401,888,"['Adventure', 'Indie']","['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,261,2917,948,162,109,4,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'Indie']","(373.0, 7334.0]","['Adventure', 'Indie']"
System Shock 2,1999-08-11,4.14,413,4393,418,"['Action', 'Shooter', 'RPG']","['PC', 'Apple Macintosh', 'Linux']",Singleplayer,411,3456,208,165,135,18,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Shooter', 'RPG']","(373.0, 7334.0]","['Action', 'Shooter', 'RPG']"
Awesomenauts,2012-05-01,3.06,415,4375,418,"['Action', 'Strategy', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Both,145,3852,71,20,280,7,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Strategy', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'Strategy', 'Indie', 'Platformer']"
Orcs Must Die! 2,2012-07-30,3.71,527,4370,527,"['Action', 'Strategy', 'Indie']",['PC'],Both,154,3654,270,39,245,8,['PC'],"['Action', 'Strategy', 'Indie']","(373.0, 7334.0]","['Action', 'Strategy', 'Indie']"
Shadowrun: Dragonfall - Director's Cut,2014-09-17,3.81,366,4367,370,"['Adventure', 'RPG', 'Strategy', 'Indie']","['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,367,3571,235,86,85,23,"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'RPG', 'Strategy', 'Indie']","(128.0, 373.0]","['Adventure', 'RPG', 'Strategy', 'Indie']"
Final Fantasy VII (1997),1997-01-31,4.37,1035,4364,1043,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']",Singleplayer,243,2760,818,186,245,112,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']","['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
ARMA: Cold War Assault,2001-08-29,2.87,212,4364,212,"['Action', 'Strategy', 'Simulation']",['PC'],Both,192,4038,37,17,77,3,['PC'],"['Action', 'Strategy', 'Simulation']","(128.0, 373.0]","['Action', 'Strategy', 'Simulation']"
Marvel's Spider-Man: Miles Morales,2020-11-12,4.25,942,4352,973,['Action'],"['PC', 'PlayStation']",Both,229,2145,1234,598,68,78,"['PC', 'PlayStation']",['Action'],"(373.0, 7334.0]",['Action']
Metro: Last Light,2013-05-13,4.12,1063,4346,1068,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Other,200,2721,1171,99,138,17,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Katana ZERO,2019-04-17,4.39,1134,4337,1154,"['Action', 'Indie', 'Platformer']","['PC', 'Xbox', 'Apple Macintosh', 'Nintendo']",Singleplayer,212,2298,1147,450,162,68,"['PC', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'Indie', 'Platformer']"
Sonic Generations,2011-11-01,3.9,549,4316,554,"['Action', 'Arcade', 'Family', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,192,3427,414,76,173,34,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Arcade', 'Family', 'Platformer']","(373.0, 7334.0]","['Action', 'Arcade', 'Family', 'Platformer']"
Kerbal Space Program,2015-04-26,4.16,405,4314,410,"['Simulation', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Singleplayer,223,3553,122,67,289,60,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Simulation', 'Indie']","(373.0, 7334.0]","['Simulation', 'Indie']"
Spyro Reignited Trilogy,2018-11-13,4.12,538,4310,547,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,309,3025,315,306,203,152,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Alien Swarm,2010-07-19,3.33,712,4309,714,"['Action', 'Shooter']",['PC'],Both,118,3609,243,19,315,5,['PC'],"['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
7 Days to Die,2013-12-13,3.36,494,4308,502,"['Shooter', 'RPG', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Both,159,3560,146,58,340,45,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Shooter', 'RPG', 'Indie']","(373.0, 7334.0]","['Shooter', 'RPG', 'Indie']"
Battlerite,2016-09-20,3.22,570,4297,573,['Action'],['PC'],Both,108,3654,88,8,416,23,['PC'],['Action'],"(373.0, 7334.0]",['Action']
Never Alone,2014-11-18,3.47,613,4296,621,"['Adventure', 'Casual', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,254,3330,419,103,175,15,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'Casual', 'Indie']","(373.0, 7334.0]","['Adventure', 'Casual', 'Indie']"
Everlasting Summer,2013-12-12,3.99,943,4282,959,['Indie'],"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",Singleplayer,128,3003,934,35,159,23,"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",['Indie'],"(373.0, 7334.0]",['Indie']
Battlefield: Bad Company 2,2010-03-02,4.13,913,4260,919,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,118,2764,1042,64,250,22,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Deus Ex 2: Invisible War,2003-12-01,3.1,306,4256,307,"['Action', 'RPG']","['PC', 'Xbox']",Singleplayer,330,3608,159,64,88,7,"['PC', 'Xbox']","['Action', 'RPG']","(128.0, 373.0]","['Action', 'RPG']"
Dota Underlords,2020-02-25,3.02,773,4252,778,"['Strategy', 'Board Games', 'Casual']","['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",Both,82,3402,90,16,580,82,"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux']","['Strategy', 'Board Games', 'Casual']","(373.0, 7334.0]","['Strategy', 'Board Games', 'Casual']"
Totally Accurate Battlegrounds,2018-06-05,2.81,435,4247,437,"['Action', 'Shooter', 'Indie']",['PC'],Multiplayer,213,3608,53,32,329,12,['PC'],"['Action', 'Shooter', 'Indie']","(373.0, 7334.0]","['Action', 'Shooter', 'Indie']"
Risk of Rain 2,2020-08-11,4.14,693,4246,704,"['Action', 'Shooter', 'Arcade']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,140,3002,328,256,330,190,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Shooter', 'Arcade']","(373.0, 7334.0]","['Action', 'Shooter', 'Arcade']"
Deadlight,2012-06-01,3.62,545,4237,552,"['Action', 'Indie', 'Platformer']","['PC', 'Xbox']",Singleplayer,172,3408,434,81,138,4,"['PC', 'Xbox']","['Action', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'Indie', 'Platformer']"
Clicker Heroes,2015-05-13,2.65,591,4232,593,"['Adventure', 'RPG', 'Strategy', 'Simulation', 'Casual', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",Both,66,3640,145,7,361,13,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']","['Adventure', 'RPG', 'Strategy', 'Simulation', 'Casual', 'Indie']","(373.0, 7334.0]","['Adventure', 'RPG', 'Strategy', 'Simulation', 'Casual', 'Indie']"
Kholat,2015-06-08,2.65,413,4210,416,"['Adventure', 'Simulation', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,297,3609,131,45,121,7,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Adventure', 'Simulation', 'Indie']","(373.0, 7334.0]","['Adventure', 'Simulation', 'Indie']"
God of War III Remastered,2015-07-14,4.12,1048,4208,1057,"['Action', 'Adventure']",['PlayStation'],Other,202,2827,848,99,183,49,['PlayStation'],"['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Blasphemous,2019-09-09,4.04,574,4204,587,"['Action', 'Adventure', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,308,2826,408,320,235,107,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Adventure', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'Adventure', 'Indie', 'Platformer']"
TEKKEN 7,2015-03-18,4.02,779,4196,787,"['Action', 'Sports', 'Fighting']","['PC', 'PlayStation', 'Xbox']",Both,93,3174,422,105,277,125,"['PC', 'PlayStation', 'Xbox']","['Action', 'Sports', 'Fighting']","(373.0, 7334.0]","['Action', 'Sports', 'Fighting']"
Styx: Master of Shadows,2014-10-06,3.16,461,4170,466,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,294,3292,167,97,297,23,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Evolve Stage 2,2015-02-10,2.57,453,4161,453,['Action'],['PC'],Both,112,3624,74,10,341,1,['PC'],['Action'],"(373.0, 7334.0]",['Action']
HELL YEAH! Wrath of the Dead Rabbit,2012-09-25,2.44,297,4160,297,"['Action', 'Arcade', 'Platformer']","['PC', 'PlayStation', 'Xbox']",Singleplayer,268,3674,59,24,133,2,"['PC', 'PlayStation', 'Xbox']","['Action', 'Arcade', 'Platformer']","(128.0, 373.0]","['Action', 'Arcade', 'Platformer']"
Outland,2011-04-26,2.9,336,4154,338,"['Action', 'Adventure', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Both,243,3610,86,40,163,12,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Adventure', 'Indie', 'Platformer']","(128.0, 373.0]","['Action', 'Adventure', 'Indie', 'Platformer']"
Shadow Warrior 2,2016-10-12,3.52,607,4142,615,"['Action', 'Shooter', 'Adventure']","['PC', 'PlayStation', 'Xbox']",Both,341,3117,320,101,232,31,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Uncharted: The Lost Legacy,2017-08-22,4.28,1268,4140,1281,"['Action', 'Adventure']",['PlayStation'],Other,239,1990,1308,456,84,63,['PlayStation'],"['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Just Cause,2006-09-22,3.3,445,4139,450,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,198,3271,331,64,262,13,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Mount & Blade: Warband,2010-03-30,4.36,738,4130,747,"['Action', 'RPG', 'Strategy']","['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']",Both,150,3158,419,56,309,38,"['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Linux']","['Action', 'RPG', 'Strategy']","(373.0, 7334.0]","['Action', 'RPG', 'Strategy']"
Galactic Civilizations II: Ultimate Edition,2011-12-02,2.65,218,4124,218,['Strategy'],['PC'],Singleplayer,268,3739,30,12,74,1,['PC'],['Strategy'],"(128.0, 373.0]",['Strategy']
Saints Row: Gat Out of Hell,2015-01-20,3.17,693,4112,700,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Linux']",Both,203,3041,566,46,242,14,"['PC', 'PlayStation', 'Xbox', 'Linux']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Mortal Kombat Komplete Edition,2013-07-03,4.12,949,4094,957,"['Arcade', 'Fighting']","['PC', 'PlayStation', 'Xbox']",Both,69,2879,852,31,238,25,"['PC', 'PlayStation', 'Xbox']","['Arcade', 'Fighting']","(373.0, 7334.0]","['Arcade', 'Fighting']"
VVVVVV,2010-01-09,3.77,510,4090,512,"['Action', 'Adventure', 'Arcade', 'Casual', 'Indie', 'Puzzle', 'Platformer']","['PC', 'PlayStation', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,147,3305,379,46,201,12,"['PC', 'PlayStation', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Adventure', 'Arcade', 'Casual', 'Indie', 'Puzzle', 'Platformer']","(373.0, 7334.0]","['Action', 'Adventure', 'Arcade', 'Casual', 'Indie', 'Puzzle', 'Platformer']"
Surgeon Simulator,2013-04-18,3.43,568,4087,570,"['Action', 'Simulation', 'Educational', 'Indie']","['PC', 'PlayStation', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,115,3297,212,38,411,14,"['PC', 'PlayStation', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Simulation', 'Educational', 'Indie']","(373.0, 7334.0]","['Action', 'Simulation', 'Educational', 'Indie']"
H1Z1: King of the Kill,2016-02-17,2.39,345,4086,348,"['Action', 'Adventure', 'Massively Multiplayer']",['PC'],Multiplayer,93,3713,32,4,239,5,['PC'],"['Action', 'Adventure', 'Massively Multiplayer']","(128.0, 373.0]","['Action', 'Adventure', 'Massively Multiplayer']"
Mass Effect: Legendary Edition,2021-05-14,4.57,575,4082,591,"['Action', 'Shooter', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox']",Singleplayer,301,2643,488,386,122,142,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure', 'RPG']"
Uncharted 2: Among Thieves,2009-10-13,4.39,1792,4078,1812,"['Action', 'Shooter']",['PlayStation'],Other,134,1466,2183,180,76,39,['PlayStation'],"['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Warhammer: End Times - Vermintide,2015-10-23,3.47,442,4072,447,"['Action', 'Indie']","['PC', 'PlayStation', 'Xbox']",Both,163,3451,154,42,239,23,"['PC', 'PlayStation', 'Xbox']","['Action', 'Indie']","(373.0, 7334.0]","['Action', 'Indie']"
Renegade Ops,2011-09-13,2.98,320,4070,321,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,231,3601,106,26,103,3,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(128.0, 373.0]","['Action', 'Shooter']"
Stories: The Path of Destinies,2016-04-11,3.22,506,4068,508,"['Action', 'RPG', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox']",Singleplayer,274,3367,243,40,128,16,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'RPG', 'Indie', 'Platformer']"
LEGO Marvel Super Heroes,2013-10-22,3.83,673,4065,683,"['Action', 'Adventure', 'Family']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']",Both,151,3008,601,50,221,34,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']","['Action', 'Adventure', 'Family']","(373.0, 7334.0]","['Action', 'Adventure', 'Family']"
Sniper Elite 3,2014-06-26,3.53,512,4058,518,"['Action', 'Shooter', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,189,3152,376,78,248,15,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Steep,2016-12-02,3.48,879,4058,881,"['Action', 'Simulation', 'Sports']","['PC', 'PlayStation', 'Xbox']",Both,216,2937,164,67,599,75,"['PC', 'PlayStation', 'Xbox']","['Action', 'Simulation', 'Sports']","(373.0, 7334.0]","['Action', 'Simulation', 'Sports']"
Fallout 76,2018-11-14,2.85,660,4029,671,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox']",Multiplayer,167,3063,97,186,411,105,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
FINAL FANTASY XIII,2009-12-17,3.46,688,4028,692,['RPG'],"['PC', 'PlayStation', 'Xbox']",Singleplayer,195,2871,514,121,284,43,"['PC', 'PlayStation', 'Xbox']",['RPG'],"(373.0, 7334.0]",['RPG']
Genshin Impact,2020-09-28,3.55,1099,4021,1118,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'iOS', 'Android', 'Nintendo']",Both,152,2156,195,115,921,482,"['PC', 'PlayStation', 'iOS', 'Android', 'Nintendo']","['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
Hellblade: Senua's Sacrifice VR Edition,2018-07-31,3.57,243,4021,244,"['Action', 'Adventure', 'Indie']",['PC'],Singleplayer,302,3541,86,25,51,16,['PC'],"['Action', 'Adventure', 'Indie']","(128.0, 373.0]","['Action', 'Adventure', 'Indie']"
Enclave,2002-07-18,3.1,342,4020,343,"['Action', 'Adventure', 'RPG']","['PC', 'Apple Macintosh', 'Linux']",Both,213,3487,164,42,106,8,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Adventure', 'RPG']","(128.0, 373.0]","['Action', 'Adventure', 'RPG']"
Prototype,2009-06-09,3.8,1062,4019,1066,"['Action', 'Adventure', 'Strategy', 'Casual']","['PC', 'PlayStation', 'Xbox']",Singleplayer,133,2173,1221,127,347,18,"['PC', 'PlayStation', 'Xbox']","['Action', 'Adventure', 'Strategy', 'Casual']","(373.0, 7334.0]","['Action', 'Adventure', 'Strategy', 'Casual']"
Serious Sam: The First Encounter,2001-03-21,4.03,602,4018,610,"['Action', 'Shooter', 'Indie']","['PC', 'Nintendo']",Both,142,3068,622,34,144,8,"['PC', 'Nintendo']","['Action', 'Shooter', 'Indie']","(373.0, 7334.0]","['Action', 'Shooter', 'Indie']"
